time,symbol,equity,pass
2025-04-17T00:00:00-04:00,SOFI,103401.6749999999,40
2025-04-17T00:00:00-04:00,SOFI,106052.9999999999,41
2025-04-17T00:00:00-04:00,SOFI,108704.3249999999,42
2025-04-17T00:00:00-04:00,SOFI,111355.64999999989,43
2025-04-17T00:00:00-04:00,SOFI,114006.97499999989,44
2025-04-17T00:00:00-04:00,SOFI,116658.29999999989,45
2025-04-17T00:00:00-04:00,SOFI,119309.62499999988,46
2025-04-17T00:00:00-04:00,SOFI,121960.94999999988,47
2025-04-17T00:00:00-04:00,SOFI,124612.27499999988,48
2025-04-17T00:00:00-04:00,SOFI,127263.59999999987,49
2025-04-17T00:00:00-04:00,SOFI,129914.92499999987,50
2025-04-17T00:00:00-04:00,T,0.0,1
2025-04-17T00:00:00-04:00,T,-1304.4400000000026,2
